'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'53e4d35145a70a5';'17S';'UE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Die gute Vorbereitung der LV und der wertschätzende Umgang des Vortragenden
mit den Studenten/innen.'
'53e4d35145a70a5';'17S';'UE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Sehr gute LV, sehr verständlich mit vielen Disskusionen
großer Beitrag zum Verständnis der Philosophie
Auch gut geführtes Tutorium'
'53e4d35145a70a5';'17S';'UE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'Der Fragebogen könnte umfangreicher gestaltet sein.
z.B. Fragen zu den Lehrsälen, Audio/Videoausstattung usw.'
'53e4d35145a70a5';'17S';'UE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'Tolle Idee '
'53e4d35145a70a5';'17S';'UE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'sehr gute und informative LV plus Tutorium'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'die auswahl der schlaglichter
der sehr gescheite gekonte vortrag von prof. weiss
sehr interessant, leicht verständlich
vielschictig und übersichtlich
















'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Art des Vortrages beziehungsweise des Vortragend Inhalte zu vermitteln'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Tolle VO von Herrn Prof. Weiß! Wahnsinnig interessant gestaltet. Tolle Folien, auch wenn alles sehr umfangreich war. Das begleitende Tutorium von Frau Kantz wurde auch hervorragend geführt! Allfällige Fragen konnten im Tutorium immer geklärt werden. Frau Kantz hat sich super auf jede Einheit vorbereitet und uns tolle Texte zur Verfügung gestellt! Würde mich freuen Frau Kantz wieder als Tutorin bei einer LV anzutreffen. Prof. Weiß hat immer versucht alle Fragen zu beantworten und hat einen tollen Überblick über die Antike und das Mittelalter gegeben. Ich habe sehr viel gelernt! Bitte mehr von solchen Vorlesungen!'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Prof. Weiß verschaffte den Studierenden einen guten Überblick über die "Schlaglichter der Philosophiegeschichte" - dies machte "Lust auf mehr". Der Vortrag von Prof. Weiß ist sehr angenehm und kurzweilig. 
Besonders möchte ich unsere Tutorin, Franziska Kantz, hervorheben. Franziska ist äußerst freundlich, enthusiastisch und kompetent - das Tutorium mit ihr war ein Vergnügen.   
 '
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine'
'9cf0c253c8fec45';'17S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'kei'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Das Wissen des Vortragenden, die effiziente Gestaltung der LV, die Diskussionsmöglichkeiten'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Die diskursive Gestaltung des Seminars, eine gute Kombination aus Referaten und Vortrag, sodass die "Vita activa" auch gemeinsam zu Ende gelesen werden konnte!
'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Thema, der Veranstaltungsleiter'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Eine wunderbare Veranstaltung, besonders hilfreich waren die detaillierten Ausführungen des Professors. sehr empfehlenswert'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Man hat keinen Druck; angenehme Atmosphäre'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Das gemeinsame Erarbeiten der Vita activa von Hannah Arendt durch Lesen, durch Referate und Diskussionen waren anregegend. Auch durch die Filme, die auf moodle gestellt wurden, konnte ein guter EIndruck vermittelt werden. Alles in allem war die LV sehr abwechslungsreich und von Prof. Weiß sehr spannend gestaltet.'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Schwierige Stellen wurden vom LV-Leiter gelesen und anschließend intensiv diskutiert. Die Beiträge der TeilnemerInnen waren auf hohem Niveau.'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Was Dr.Weiss ausgeführt hat und die darauffolgende Diskussion.'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Referate'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Mehr Diskussion,statt Referate. z.B. Kapitel/Abschnitte lesen,alle bereiten vor und dann Diskussion.'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Vielleicht kann man eine Art Moderation für die Diskussion einführen oder unterschiedliche Leute (ggf. freiwillig) Diskussionsfragen vorbereiten lassen, um die Diskussion anzuregen.'
'8834066a12bf672';'17S';'SE';2.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'keine'
