'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'31330462728d5a7';'15W';'PR';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'+ sympathischer, humorvoller und verständnisvoller Lv-Leiter
+ gute Erklärungen
+ von den Studierenden nicht gelöste Aufgaben wurden vom Lv-Leiter gelöst (bzw. zumindest die Lösunge skizziert)'
'31330462728d5a7';'15W';'PR';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'- gelöste Aufgaben evtl. online stellen (durch Studenten auf der Moodle-Plattform)'
'e5a8dc4e25853e7';'15W';'VC';2.0;2.5;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Vorteil der Terminplanung: individuelle Zeiteinteilung durch den Studenten und Studentinnen möglich'
'e5a8dc4e25853e7';'15W';'VC';2.0;2.5;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Abwechslung, Themen
Praktischer Gebrauch; Praktischer Teil in der LV'
'e5a8dc4e25853e7';'15W';'VC';2.0;2.5;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Wiederholungen am Beginn'
'e5a8dc4e25853e7';'15W';'VC';2.0;2.5;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'eventuell etwas mehr Praxisbezug'
'e5a8dc4e25853e7';'15W';'VC';2.0;2.5;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Vortragende sollte die einzelnen Aspekte langsamer erklären. Es wurde sehr schnell vorgetragen. Ich bin bei den einzelnen Anweisungen oftmals nicht mitgekommen. 
Terminplanung hat Vor- und Nachteile. 
Nachteil: man muss erstmals einen Termin finden, an dem alle Zeit haben'
'da8466b66bd3afb';'15W';'KV';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'eigenständiges Arbeiten mit den NXT-Roboter
Möglichkeit der Selbsteinteilung und Gruppenbildung bei Abarbeitung der Refelxionen'
'da8466b66bd3afb';'15W';'KV';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Die Arbeit mit den Robotern war sehr interessant - die Zeit verging trotz der späten Stunde immer sehr schnell dabei.'
'da8466b66bd3afb';'15W';'KV';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Würde lieber mehr über den Unterricht sprechen als Roboter zu programmieren (also irgendeine Aufgaben zu erfüllen) und Reflexionen zu schreiben. LV hatte für mich leider nicht besonders hohen Mehrwert obwohl der Vortragende sehr viel mehr bieten könnte. Seine "Erzählungen" von der Schule waren viel spannender...'
'cf0a5d10c225190';'15W';'VC';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'abwechslungsreiche Einheiten, gute Verbindung von Theorie und Praxis. Obwohl es Block-Veranstaltungen waren, kam keine Langeweile auf. Die LV-Leitung hat spannende Einheiten gestaltet. '
'cf0a5d10c225190';'15W';'VC';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Frau Mag. Dr. Augustin geht Individuell auf die lv-teilnehmer ein und vermittelt den (teilweise sehr komplexen)  Lehrstoff verständlich.

Sehr Empfehlenswert!!! '
'cf0a5d10c225190';'15W';'VC';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Zusammenarbeit im Kurs, Interaktion'
'cf0a5d10c225190';'15W';'VC';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Praxis und Theorie gut verteilt, Gruppenarbeiten, motivierte Lehrperson'
'cf0a5d10c225190';'15W';'VC';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Supper LV. Viele praktische Beispiele. Die LV-Leiterin hat viel Feedback der Studierenden gegeben und hat immer Zeit gehabt für die Betreuung der Arbeitsgruppen. Gut ausgearbeiteter theoretische Beitrag, sehr verständlich. Viele praktische Beispiele. Einfach empfehlenswert.
Ich habe sehr viel für meine Masterarbeit mitgenommen. Vielen Dank dafür!'
