'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Praxisbezogenen Beispiele von Herrn Dr. Krainz. Die einfachen und äussert verständlichen Formulierungen und Erklärungen diverse Systeme und Organisationen und deren Konflikte. Tolle gezeichnete Darstellungen, komplexer Systeme.'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Offene und interaktive LV;
Interessantes herangehen;'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Praxisbezug zu Organisation & Führung'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Thema, Methoden, Vortragender  '
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Die Praxisnahe Lernmethoden, die Fallbeispiele, die Gruppenerfahrungen'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'Aufbau (interaktiv/ Seminar Charakter)
Expertise von Fr. Prof. Lackner'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine
Mehr von diesen tollen "praxisbezogenen" Veranstaltungen!'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Ausführliches Skript'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Rollenspiele (2. Tag) war sehr lang und ausführlich, vielleicht noch eine andere Methode vorstellen und damit arbeiten'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine Moodle Plattform für Unterlagen; Terminkalender stimmen nicht überein (Eine Stunde Wartezeit vor LV)!!!!
Zu lange Mittagspausen; Keine Handouts für Inhalt/Ziele/Ablauf und zu erbringende Abschlussarbeit; Ausgeweitete Erzählungen des Tutors verringern die Effizienz und zögern unnötig hinaus;'
'1421dc76e7dfa04';'15S';'SE';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'/'
