'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Bezug zum Doktoratsstudium, sehr praxisrelevant, Dr. Diehl ist eine sehr kompetente Vortragende und ist auf unsere LV-Wünsche eingegangen. '
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Die Tatsache, das keine Vorkenntnisse nötig waren. So konnte man sehr gut in die Veranstaltung einsteigen. Die Anwendung von SPPS in der Praxis hat geholfen,ein Gefühl für das Programm zu bekommen. Empfehlungen für Vertiefungsmöglichkeiten wurden ebenfalls gegeben. Die heterogene, kleiene Gruppe ließ Raum für Diskussionen und insbesondere die Kommilitonen aus der Psychologie waren durch ihr Vorwissen von großem Mehrwert!'
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'die Lehrende'
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine'
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'-'
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'Sehr wichtige Auffrischung für den Start in das Studium; '
'c34f57cf7bec83e';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'Angenehme Länge!'
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Der umfangreiche Einblick in die Thematik, die kleine Gruppengröße, die viel Raum für eigene Fragen lässt und die angenehme Art zu dozieren von Herrn Eberwein'
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Sehr relevant für meine Dissertation + Auffrischung mit weiterem Input;
extrem verständlicher und qualifizierter Vortragender'
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'-'
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Die Präsentationsunterlagen könnten ein wenig übersichtlicher gestaltet werden. Streckenweise sind die Folien mit sehr viel Text voll gepackt'
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'hoher Bezug zur Praxis - würde es jeden angehenden Doktoranden empfehlen. '
'c21a49f89b5e291';'19W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'Angenehme Länge.'
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Es hat mir alles sehr gut gefallen. Herr Hohenwarter ist unglaublich kompetent und konnte mich auf den Exkursionen für zahlreiche meteorologische Besonderheiten inspirieren. Der Praxisbezug war hervorragend und durchaus auch für das Lehramt geeignet. Weiter so!   '
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Finde es gut, dass Herr Hohenwarter mit uns Exkursionen gemacht hat, um das ganze in Praxis zu sehen. Großartig war auch dass der Herr Vater mit war, da auch er über großes Wissen verfügte.
Gruppenpräsentationen waren toll'
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Zwei sehr spannende Exkursionen zur Pasterze am Großglockner und auf den Dobratsch sind zentrale Bestandpunkte des Proseminars. '
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'die Wandertage bzw. Exkursionen 
'
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Komptenz und Engagement von Herrn Hohenwarter jun. und sen., sehr interessante Exkursionen, die dieses Semester wirklich ein Highlight waren, spannende Themen in den Gruppenpräsentationen. Ich fand dieses Seminar richtig gut!'
'79f551bc7c92a4b';'19W';'PS';2.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Der einzige Kritikpunkt ist, dass Herr Hohenwarter nicht schon viel früher Lehrveranstaltungen an der AAU abhalten konnte. Er bereichert das Studium jedenfalls. '
