'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Der Aufbau eines Geschäftsmodells'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'tolle virtuelle Plattformen als Hilfestellungen der Ausarbeitungen '
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'keine '
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Gerade im Bereich Innovation sind praktische Anwendungen sehr sinnvoll und das wurde in dieser LV wirklich super umgesetzt. Mir hat dieses interaktive Arbeiten, die schrittweise Ideenentwicklung für ein reales Praxismodell sehr gut gefallen.'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Dass ein "echtes" Unternehmen als Partner in der LV vorgestellt wurde.'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Alles sehr gut'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Zeitmanagement und Infos vorab (Für manche Gruppenarbeiten war nicht genug Zeit)'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Es war teilweise ein sehr großer Aufwand und z.B. nur 1 Woche Zeit bis zur nächsten Präsentation'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'keine'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'mehr zeit für Ausarbeitungen '
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Der einzige Kritikpunkt ist, dass der Zeitrahmen von einer Woche für die Erstellung, Durchführung und Auswertung der Ergebnisse eines Interviewfragebogens besonder knapp bemessen war, wo wir zwei Wochen davor sehr wenig zu tun hatten. Das ist nur ein kleines Manko gewesen, aber innerhalb dieser kurzen Frist konnten wir auch keine Rückmeldung einer Stadt zu dem Fragebogen erhalten.'
'33877c1c14f79b0';'21W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'keine'
'b1857646d804565';'21W';'TG';4.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'praktische Orientierung'
'b1857646d804565';'21W';'TG';4.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Der Fragebogen sollte nicht für alle LV''s gleich sein, sondern angepasst werden.'
'2b2a1aca22990fc';'21W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Research methodologies'
'bab1a8d13cbd941';'21W';'KU';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Die Schreibzeiten erwiesen sich als besonders hiflreich für meinen Lernprozess. Außerdem fand ich es sehr gut, dass die Aufgabenstellungen über das Semester zu erledigen waren und nicht alles zum Schluss als "große" Abschlussarbeit abzugeben war. Da ich berufstätig bin und nicht in Klagenfurt lebe, kam es mir außerdem sehr zugute, dass die LV Online abgehalten wurde. '
'f33b1bc908b44a3';'21W';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Die Inhalte wurden mit sehr verständlichen Beispielen erklärt. Das hat mir beim Lernen sehr geholfen. Habe die LV gerne live verfolgt. Wurde sehr interessant gestalten! TOP'
'f33b1bc908b44a3';'21W';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Die Wahl zwischen Online- und Präsenzteilnahme und das Aufzeichnen der Vorlesungen waren sehr hilfreich für mich.'
'f33b1bc908b44a3';'21W';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Ein Hoch für die beiden Professoren! Sie sind so motiviert und “leben” ihr Fach und motivieren Studenten dafür!  Und ein besonderes Shoutout an Herrn Lattacher! Er veranstaltet die LV mit so viel Freude und Enthusiasmus! Wenn er über seine Ideen oder die Startup Szene ist er mit voller Emotion dabei! Er verkörpert den perfekten Uni Professor! '
