'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'b281628cab4d0ca';'22S';'VO';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The Exam Preparation classes provides an insight into the Examination and i found this aspect extremely helpful'
'b281628cab4d0ca';'22S';'VO';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Die LV-Leiterin ist sicherlich sehr bemüht und fachlich kompetent, allerdings entsprechen meiner Vorstellung nach die rhetorischen und sprachlichen Fähigkeiten (Englisch) nicht Universitätsniveau (das hat nichts mit den stimmlichen Problemen zu tun). Die Vorlesungsinhalte könnten knackiger und kurzweiliger vorgetragen werden, mit weniger Füllwörtern und einer besseren englischen Aussprache und Grammatik. '
'b281628cab4d0ca';'22S';'VO';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'None'
'b281628cab4d0ca';'22S';'VO';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'None'
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The part about Business Model '
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'t is noticeable that the teacher has extensive knowledge in the subject and enjoys sharing it, which increases interest in the class and facilitates the understanding of the topics covered. '
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'encourargement of  student to gain extra points, which is very motivating to attend class. '
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Explanations of the professor with examples  '
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The course was highly educational, motivational, an of course interesting. The questions were encouraged and professor explained everything in details.'
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';','
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The opportunity to participate in discussions and ask questions is the highlight of the course. The course helps students to think like an entrepreneur and offers an insight into the process of innovation.'
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'the many examples and the possibility to discuss own ideas with the professor
the optional bonus points, to take at least some of the stress-factors away from the exam'
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'keine'
'0e12010b0f41b60';'22S';'VI';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'I would like to focus more on practical part. Less theory and more about business Model and Plan.
Also, it is good to suggest some books about these areas'
