'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'617faf6c1811227';'18W';'SE';1.0;1.0;'45';'STORNIERT';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Interaktion zwischen PhD Studenten und Lehrenden, Feedback.'
'617faf6c1811227';'18W';'SE';1.0;1.0;'45';'STORNIERT';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'-'
'617faf6c1811227';'18W';'SE';1.0;1.0;'45';'STORNIERT';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'-'
'bdee310422f7bb7';'18W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Zugang zur Technik wird ermöglicht'
'bdee310422f7bb7';'18W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Verständlich Vermittlung des technischen Wissens
Kompetenz des Vortragenden'
'bdee310422f7bb7';'18W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'LV-Leiter bringt sehr gute Beispiele, besprechen nicht nur die Folien, sondern der LV-Leiter versucht es Praxisnahe zu erklären.'
'bdee310422f7bb7';'18W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Manchmal wird sehr weit in nicht relevante Themen abgeschweift
'
'bdee310422f7bb7';'18W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'n/a';'-2';'-1';'passt'
