'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'277f6a00a09fc6d';'16S';'VO';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'sehr interessante Themen, gute Erklärungen und Ausführungen durch den LV- Leiter'
'277f6a00a09fc6d';'16S';'VO';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'sympathischer Lv-Leiter
Aufgaben fürs Portfolio durften meist schon in der LV begonnen werden bzw. wurde Zeit dafür gegeben
Besprechen des Portfolios bzw. Teilen, die für die Studierenden wichtig waren, vor der Abgabe
interessante Themen und Aufgaben (Portfolio-Aufgaben)'
'277f6a00a09fc6d';'16S';'VO';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'sehr aufwändiges Portfolio (trotz Gruppenarbeit/Paararbeit) - für die Anzahl an ECTS !'
'277f6a00a09fc6d';'16S';'VO';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'für 2 ECTS Punkte zu viel Aufwand --> nur das Portfolio alleine wäre besser, da dieses schon ziemlich umfangreich ist'
'a53e6669754588d';'16S';'UE';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'+ sehr sympathischer LV-Leiter, der auch auf Studierende eingeht und versucht ihre Stärken zu erkennen
+ die Zusammenarbeit mit den Studierenden - auch bzgl. des Prüfungsstoffes'
'a53e6669754588d';'16S';'UE';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'manchmal scheint der LV-Leiter etwas verwirrt zu sein, schweift bei Themen ab und redet sehr viel, sodass er seinen Plan (was für einen Block geplant war) nicht einhalten konnte'
'959353896063576';'16S';'VO';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'sehr sympathischer LV-Leiter, der auch auf Studierende eingeht
Zusammenarbeit mit Studierenden'
'959353896063576';'16S';'VO';1.0;1.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'vielleicht etwas mehr an den Plan (also was der Professor für einen Block plant(e)) und etwas mehr Stukturierung'
'757aeb0f3e66c44';'16S';'PS';2.0;3.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV hat mir besonders gut gefallen:';'n/a';'-2';'-1';'sehr interessante Themen und Papers (besonders die zweiten Vortragsthemen, da Lehramts- spezifischer), das Filmen der Studenten sehr hilfreich (+ anschließende Feedbackrunde) '
