'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Die weitausgreifende Gelehrigkeit des LV-Leiters'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Die Textauswahl und die Kompetenz des Dozenten.'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Die ausführlichen Unterlagen auf Moodle und weitere Literaturhinweise.
Dozent lässt seinen Vortrag unterbrechende Fragen zu.
Verteilung von Referaten an Studierende mit anschließenden ausführlichen Diskussionen und erläuternden Anmerkungen des Dozenten.'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Vortrag etwas zu schnell.'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Die Lektüreberichte sind mehr Referate und das ist etwas ermüdend, v.a., weil es so eigentlich nicht zu einer Diskussion kommt. Vielleicht wären Diskussionsleitungen, also dass jemand durch den Text durchgeht, Fragen ausgearbeitet hat und man den Text zusammen diskutiert, sinnvoller.'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Dr. Köchel versteht es einerseits, einen guten Überblick mit interessanten Details zum Leben und Werk von Marx zu geben und andererseits, relevante Textstellen gemeinsam zu erarbeiten. Sehr kurzweilige LV!'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'
Anregung zur Mitarbeit und eine sehr ausführende Lehrveranstaltung.

Das Thema Marx zur Einführung wurde sehr gut gehalten und versucht die KollegInnen zu motivieren.'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'die gemeinsame Lektüre, Diskussionen'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Es gibt einen guten, klaren geschichtlichen Zusammenhang zu Texten die wir von Karl Marx lesen'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Herr Dr. Köchel ist ein toller Vortragender und ich hoffe er hat noch viele LVs in Klagenfurt!! Er gestaltet die Themen sehr interessant. Ich finde es gut, dass wir die Texte gemeinsam lesen und diskutieren. '
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'sehr fundiertes Wissen des Vortragenden'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Sehr kompetenter, liebenswürdiger und netter Prof.
Schafft es auch schwierige Inhalte einfach zu vermitteln. 


'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'keine'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Keine.'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Die Möglichkeit von Referaten wieder einführen und unbedingt beibehalten!'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Ich würde es toll finden, wenn Herr Dr. Köchel mehrere Lvs im Semester abhalten könnte.'
