'RLV_KEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'FRAGE_KEY';'KOMPONENTE_NUMMERIERUNG';'FRAGE_NUMMERIERUNG';'VEROEFFENTLICHEN';'RLV_KOMPONENTEN_LEHRER';'ANZ_RUECKLAUF';'ANZ_FEEDBACK';'ANZ_ABGELEHNT';'ANZ_ABGELEHNT_ANMERKUNG';'IST_GESAMTFRAGE';'FRAGETEXT';'FRAGE_TYP';'FRAGETYP_BEZEICHNUNG';'KEINE_ANTWORT_MOEGLICH';'OPTIONEN';'ANZ_OPTIONEN';'EINS';'ZWEI';'DREI';'VIER';'FUENF';'SECHS';'SIEBEN';'ACHT';'NEUN';'ZEHN';'ELF';'ZWOELF';'ANZ_ANTWORT_FRAGE_GESAMT';'ANZ_ANTWORT_FRAGE';'ANZ_KEINE_ANTWORT_FRAGE';'ANZ_FREITEXT_ANTWORT'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'eb4de3b03605692';'1';'1';'J';'0';'4';'4';'0';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'0';'1';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'3';'1';'0'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'dc5d26e1745e3b5';'1';'2';'J';'0';'4';'4';'0';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'3'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'c3ccd1d1b825463';'1';'3';'J';'0';'4';'4';'0';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'2'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'85436e82a1e4cd9';'1';'4';'J';'0';'4';'4';'0';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'1';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'132cbc63dc8b10f';'1';'5';'J';'0';'4';'4';'0';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'3';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'79e415a10f9716c';'1';'6';'J';'0';'4';'4';'0';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'3';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0'
'b78f5df9e0e35e8';'18S';'PS';2.0;4.0;'50';'genehmigt';'7bdb47a871936cd';'2';'1';'J';'0';'4';'4';'0';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'eb4de3b03605692';'1';'1';'J';'0';'11';'10';'1';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'0';'8';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'10';'10';'0';'0'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'dc5d26e1745e3b5';'1';'2';'J';'0';'11';'10';'1';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'10';'10';'0';'7'
'c2841b91f1d848e';'18S';'PS';2.0;4.0;'50';'genehmigt';'c3ccd1d1b825463';'1';'3';'J';'0';'11';'10';'1';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'10';'10';'0';'5'
