'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Konnte die LV leider nur ein paar mal besuchen.
Aber Herr Holzmann ist ein super Professor der die Themen mit viel Praxis verknüpft. 
Super LV!'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Praxisnaher und lebendiger Vortrag'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Interesanter Vortrag, sehr guter Profesor'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'- die Themen werden mit Beispielen verdeutlicht
- auf besonders prüfungsrelevante Aspekte wird hingewiesen
- die Lernfragen fassen die Themen gut zusammen'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Aufbau, Inhalt, Praxisbezug'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'- Interessante Inhalte'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'o) guter Aufbau und Aufteilung von den Inhalten und der Power Point Präsentation
o) gute und aktuelle Beispiele zu den jeweiligen Themen
o) Akustisch auch leicht verständlich- keine Monotonie beim Vortragen (in Bezug auf die Uhrzeit des Donnerstagstermins wäre das fast unerträglich'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Monotone Vortragsweise'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'keine'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'-'
