'RLV_KEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'FRAGE_KEY';'KOMPONENTE_NUMMERIERUNG';'FRAGE_NUMMERIERUNG';'VEROEFFENTLICHEN';'RLV_KOMPONENTEN_LEHRER';'ANZ_RUECKLAUF';'ANZ_FEEDBACK';'ANZ_ABGELEHNT';'ANZ_ABGELEHNT_ANMERKUNG';'IST_GESAMTFRAGE';'FRAGETEXT';'FRAGE_TYP';'FRAGETYP_BEZEICHNUNG';'KEINE_ANTWORT_MOEGLICH';'OPTIONEN';'ANZ_OPTIONEN';'EINS';'ZWEI';'DREI';'VIER';'FUENF';'SECHS';'SIEBEN';'ACHT';'NEUN';'ZEHN';'ELF';'ZWOELF';'ANZ_ANTWORT_FRAGE_GESAMT';'ANZ_ANTWORT_FRAGE';'ANZ_KEINE_ANTWORT_FRAGE';'ANZ_FREITEXT_ANTWORT'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'501350a192d272f';'1';'1';'J';'0';'16';'12';'4';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'6';'2';'4';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'d22de0a24ab41b2';'1';'2';'J';'0';'16';'12';'4';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'7'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'0c689c002640531';'1';'3';'J';'0';'16';'12';'4';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'7'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'a74a5b829995da7';'1';'4';'J';'0';'16';'12';'4';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'2';'7';'2';'1';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'0fbda6fdba9263d';'1';'5';'J';'0';'16';'12';'4';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'8';'2';'1';'0';'1';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'0f916ba99dafab9';'1';'6';'J';'0';'16';'12';'4';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'11';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'1a8bf5c0fd8f8fe';'19S';'VO';2.0;4.0;'50';'genehmigt';'315fc44c83e5638';'2';'1';'J';'0';'16';'12';'4';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'62820a9077901c9';'19S';'TU';2.0;0.0;'50';'genehmigt';'501350a192d272f';'1';'1';'J';'0';'5';'2';'3';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'2';'0';'0'
'62820a9077901c9';'19S';'TU';2.0;0.0;'50';'genehmigt';'d22de0a24ab41b2';'1';'2';'J';'0';'5';'2';'3';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'2';'0';'0'
